Sp.;Size;Number;Type;Morfology;Sample;Label_wet;Area_wet;StdDev_wet;X_wet;Y_wet;XM_wet;YM_wet;Perim._wet;BX_wet;BY_wet;Width_wet;Height_wet;Major_wet;Minor_wet;Angle_wet;Circ._wet;AR_wet;Round_wet;Solidity_wet;Feret_wet;FeretAngle_wet;MinFeret_wet;FeretX_wet;FeretY_wet;IntDen_wet;RawIntDen_wet;Median_wet;Skew_wet;Kurt_wet;%Area_wet;Slice_wet;Label_dry;Area_dry;StdDev_dry;X_dry;Y_dry;XM_dry;YM_dry;Perim._dry;BX_dry;BY_dry;Width_dry;Height_dry;Major_dry;Minor_dry;Angle_dry;Circ._dry;AR_dry;Round_dry;Solidity_dry;Feret_dry;FeretAngle_dry;MinFeret_dry;FeretX_dry;FeretY_dry;IntDen_dry;RawIntDen_dry;Median_dry;Skew_dry;Kurt_dry;%Area_dry;Slice_dry;Index of viability;Number shoots;Index1;Index2;Index of contamination
P. capillare;Large;3;S;햜ice;P. capillare Large;PTGH (3).jpg;9,86E-03;2,79E+01;1,55E-01;1,04E-01;1,46E-01;1,03E-01;6,20E-01;7,74E-02;3,97E-02;1,96E-01;1,14E-01;1,61E-01;7,80E-02;1,72E+02;3,22E-01;2,07E+00;4,84E-01;7,42E-01;1,96E-01;1,77E+02;1,09E-01;7,60E+01;1,06E+02;6,56E-01;6,32E+05;6,20E+01;8,16E-01;5,88E-01;0,00E+00;1,00E+00;PTGS (3).jpg;6,29E-03;2,30E+01;1,76E-01;1,73E-01;1,76E-01;1,72E-01;4,33E-01;7,32E-02;1,35E-01;1,70E-01;8,05E-02;1,45E-01;5,52E-02;1,62E+02;4,22E-01;2,63E+00;3,80E-01;8,17E-01;1,77E-01;1,61E+02;6,74E-02;7,00E+01;1,36E+02;5,14E-01;4,69E+05;8,40E+01;-3,70E-01;3,00E-01;0,00E+00;1,00E+00;6;9;10,25;11,75;1
P. capillare;Large;4;L;F. Intermedio;P. capillare Large;PTGH (4).jpg;8,57E-04;2,58E+01;2,00E-01;1,73E-01;2,01E-01;1,73E-01;2,16E-01;1,55E-01;1,58E-01;8,45E-02;2,65E-02;7,10E-02;1,54E-02;6,93E+00;2,30E-01;4,62E+00;2,17E-01;6,88E-01;8,50E-02;6,19E+00;2,16E-02;1,52E+02;1,73E+02;8,25E-02;7,96E+04;9,90E+01;-6,90E-01;4,88E-01;0,00E+00;1,00E+00;PTGS (4).jpg;9,51E-04;2,60E+01;1,67E-01;1,21E-01;1,69E-01;1,21E-01;2,15E-01;1,12E-01;1,05E-01;9,10E-02;2,51E-02;7,87E-02;1,54E-02;7,07E-01;2,59E-01;5,11E+00;1,96E-01;6,11E-01;9,10E-02;6,59E-01;2,37E-02;1,07E+02;1,19E+02;1,01E-01;9,19E+04;1,05E+02;-1,55E-01;-4,94E-01;0,00E+00;1,00E+00;4;0;3,25;4,75;3
P. capillare;Large;5;S;햜ice;P. capillare Large;PTGH (5).jpg;6,83E-03;2,52E+01;1,73E-01;1,42E-01;1,73E-01;1,44E-01;3,91E-01;1,20E-01;1,02E-01;1,13E-01;9,35E-02;9,77E-02;8,90E-02;1,71E+02;5,62E-01;1,10E+00;9,11E-01;8,69E-01;1,22E-01;1,55E+02;9,25E-02;1,22E+02;1,03E+02;4,08E-01;4,04E+05;5,40E+01;1,32E+00;2,32E+00;0,00E+00;1,00E+00;PTGS (5).jpg;4,97E-03;3,08E+01;1,07E-01;1,12E-01;1,07E-01;1,13E-01;2,73E-01;7,01E-02;6,49E-02;7,95E-02;8,89E-02;8,75E-02;7,23E-02;1,12E+02;8,41E-01;1,21E+00;8,27E-01;9,63E-01;9,66E-02;1,13E+02;7,63E-02;8,40E+01;6,20E+01;4,93E-01;4,50E+05;1,03E+02;-3,58E-01;-5,66E-01;0,00E+00;1,00E+00;6;6;10;10;2
P. capillare;Large;6;S;햜ice;P. capillare Large;PTGH (6).jpg;1,18E-02;2,04E+01;1,79E-01;1,42E-01;1,79E-01;1,37E-01;5,28E-01;1,08E-01;5,99E-02;1,63E-01;1,31E-01;1,53E-01;9,77E-02;1,58E+02;5,31E-01;1,57E+00;6,37E-01;8,68E-01;1,72E-01;1,51E+02;1,12E-01;1,12E+02;9,80E+01;5,20E-01;4,87E+05;3,90E+01;1,67E+00;6,04E+00;0,00E+00;1,00E+00;PTGS (6).jpg;6,14E-03;2,91E+01;1,29E-01;1,22E-01;1,28E-01;1,20E-01;3,64E-01;6,91E-02;7,11E-02;1,28E-01;9,96E-02;1,23E-01;6,36E-02;1,45E+02;5,84E-01;1,94E+00;5,16E-01;8,95E-01;1,42E-01;1,51E+02;7,05E-02;7,10E+01;9,60E+01;4,30E-01;4,16E+05;7,00E+01;5,56E-01;7,86E-01;0,00E+00;1,00E+00;5;9;9,25;10,75;1
P. capillare;Large;7;S;F. Intermedio;P. capillare Large;PTGH (7).jpg;1,07E-02;2,27E+01;1,48E-01;1,78E-01;1,43E-01;1,73E-01;4,33E-01;8,45E-02;1,16E-01;1,48E-01;1,23E-01;1,56E-01;8,71E-02;1,49E+02;7,16E-01;1,79E+00;5,58E-01;9,20E-01;1,64E-01;1,51E+02;9,76E-02;8,70E+01;1,27E+02;3,98E-01;3,84E+05;3,10E+01;2,63E+00;1,16E+01;0,00E+00;1,00E+00;PTGS (7).jpg;8,41E-03;3,09E+01;1,50E-01;1,33E-01;1,48E-01;1,29E-01;4,22E-01;8,86E-02;7,94E-02;1,42E-01;1,02E-01;1,49E-01;7,19E-02;1,55E+02;5,94E-01;2,07E+00;4,83E-01;9,14E-01;1,52E-01;1,56E+02;7,60E-02;8,90E+01;9,20E+01;6,37E-01;6,15E+05;7,90E+01;-2,51E-01;-5,87E-01;0,00E+00;1,00E+00;5;3;7,25;8,75;1
P. capillare;Large;8;S;햜ice;P. capillare Large;PTGH (8).jpg;1,21E-02;2,47E+01;1,84E-01;1,55E-01;1,75E-01;1,52E-01;4,61E-01;1,03E-01;1,01E-01;1,72E-01;9,89E-02;1,74E-01;8,87E-02;1,65E+02;7,17E-01;1,97E+00;5,09E-01;9,57E-01;1,78E-01;1,60E+02;9,34E-02;1,02E+02;1,27E+02;6,79E-01;6,53E+05;5,20E+01;1,12E+00;2,76E+00;0,00E+00;1,00E+00;PTGS (8).jpg;7,16E-03;3,22E+01;1,53E-01;9,74E-02;1,47E-01;9,65E-02;4,54E-01;7,25E-02;6,65E-02;1,74E-01;6,44E-02;1,68E-01;5,44E-02;3,94E+00;4,37E-01;3,09E+00;3,24E-01;8,35E-01;1,74E-01;9,94E-01;6,27E-02;7,20E+01;9,90E+01;6,86E-01;6,77E+05;9,60E+01;-8,64E-02;-6,24E-01;0,00E+00;1,00E+00;6;11;9,75;11,25;3
P. capillare;Large;9;S;햜ice;P. capillare Large;PTGH (9).jpg;1,29E-02;2,66E+01;1,50E-01;1,51E-01;1,34E-01;1,49E-01;6,30E-01;6,38E-02;1,02E-01;1,83E-01;1,09E-01;1,62E-01;1,01E-01;9,41E+00;4,08E-01;1,61E+00;6,23E-01;8,85E-01;1,86E-01;1,07E+01;1,07E-01;6,10E+01;1,72E+02;6,13E-01;5,60E+05;4,30E+01;7,94E-01;9,66E-02;0,00E+00;1,00E+00;PTGS (9).jpg;1,08E-02;2,97E+01;1,32E-01;1,44E-01;1,32E-01;1,41E-01;5,10E-01;6,51E-02;8,78E-02;1,36E-01;1,31E-01;1,39E-01;9,92E-02;3,19E+01;5,23E-01;1,40E+00;7,14E-01;8,89E-01;1,53E-01;2,69E+01;1,06E-01;6,30E+01;1,76E+02;9,58E-01;8,98E+05;9,20E+01;-3,73E-01;-2,50E-01;0,00E+00;1,00E+00;6;6;9,75;11,25;3
P. capillare;Large;10;S;F. Apical;P. capillare Large;PTGH (10).jpg;1,94E-02;3,03E+01;1,65E-01;1,48E-01;1,75E-01;1,53E-01;9,05E-01;6,08E-02;6,18E-02;2,70E-01;1,45E-01;2,46E-01;1,01E-01;1,62E+02;2,97E-01;2,44E+00;4,09E-01;7,40E-01;2,84E-01;1,58E+02;1,35E-01;6,00E+01;8,00E+01;1,23E+00;1,12E+06;5,70E+01;1,51E+00;4,20E+00;0,00E+00;1,00E+00;PTGS (10).jpg;7,49E-03;2,94E+01;2,14E-01;1,92E-01;2,10E-01;1,89E-01;5,94E-01;8,91E-02;1,48E-01;2,17E-01;8,69E-02;1,80E-01;5,29E-02;1,73E+02;2,67E-01;3,41E+00;2,94E-01;6,18E-01;2,17E-01;1,78E+02;7,76E-02;8,40E+01;1,86E+02;6,43E-01;5,72E+05;8,50E+01;1,53E-01;-5,39E-01;0,00E+00;1,00E+00;6;9;8,25;9,75;1
P. capillare;Large;11;S;햜ice;P. capillare Large;PTGH (11).jpg;9,41E-03;2,54E+01;1,03E-01;2,02E-01;9,95E-02;2,00E-01;3,99E-01;4,58E-02;1,34E-01;1,17E-01;1,19E-01;1,12E-01;1,07E-01;1,03E+02;7,42E-01;1,05E+00;9,57E-01;9,14E-01;1,25E-01;1,40E+02;1,13E-01;4,90E+01;1,63E+02;6,48E-01;6,26E+05;6,50E+01;2,52E+00;1,20E+01;0,00E+00;1,00E+00;PTGS (11).jpg;4,25E-03;2,68E+01;1,25E-01;1,40E-01;1,23E-01;1,36E-01;2,78E-01;8,15E-02;1,05E-01;9,05E-02;6,64E-02;8,67E-02;6,24E-02;1,62E+02;6,93E-01;1,39E+00;7,20E-01;9,42E-01;9,21E-02;1,69E+02;6,33E-02;8,10E+01;1,31E+02;3,51E-01;3,47E+05;8,40E+01;-1,26E-01;-4,61E-01;0,00E+00;1,00E+00;6;6;10;10;2
P. capillare;Large;12;S;F. Apical;P. capillare Large;PTGH (12).jpg;1,70E-02;2,77E+01;2,61E-01;1,79E-01;2,59E-01;1,77E-01;9,43E-01;9,00E-02;1,23E-01;3,92E-01;9,94E-02;3,56E-01;6,07E-02;1,80E+02;2,40E-01;5,87E+00;1,70E-01;5,38E-01;3,97E-01;8,94E+00;9,38E-02;8,60E+01;1,89E+02;1,20E+00;1,09E+06;6,70E+01;1,41E+00;4,70E+00;0,00E+00;1,00E+00;PTGS (12).jpg;1,23E-02;2,74E+01;2,13E-01;1,59E-01;2,14E-01;1,57E-01;8,38E-01;6,48E-02;1,25E-01;3,49E-01;7,63E-02;3,15E-01;4,96E-02;1,31E+00;2,19E-01;6,35E+00;1,57E-01;5,49E-01;3,53E-01;1,71E+02;7,41E-02;6,20E+01;1,42E+02;1,07E+00;9,78E+05;8,70E+01;-1,66E-01;-3,34E-01;0,00E+00;1,00E+00;6;8;8,25;9,75;1
P. capillare;Large;13;S;F. Apical;P. capillare Large;PTGH (13).jpg;1,16E-02;2,82E+01;1,54E-01;1,70E-01;1,62E-01;1,62E-01;6,27E-01;1,08E-01;6,91E-02;1,10E-01;1,92E-01;1,56E-01;9,45E-02;7,39E+01;3,70E-01;1,65E+00;6,06E-01;7,73E-01;1,93E-01;9,64E+01;1,09E-01;1,13E+02;6,70E+01;5,72E-01;5,37E+05;4,20E+01;1,58E+00;3,49E+00;0,00E+00;1,00E+00;PTGS (13).jpg;9,04E-03;2,30E+01;1,67E-01;1,19E-01;1,68E-01;1,17E-01;4,47E-01;8,25E-02;7,74E-02;1,63E-01;8,04E-02;1,54E-01;7,48E-02;3,84E+00;5,68E-01;2,06E+00;4,86E-01;9,04E-01;1,63E-01;1,79E+02;7,95E-02;8,10E+01;1,38E+02;6,51E-01;6,28E+05;7,20E+01;5,40E-02;-1,77E-03;0,00E+00;1,00E+00;5;12;6,75;8,25;3
P. capillare;Large;14;S;F. Apical;P. capillare Large;PTGH (14).jpg;1,19E-02;2,34E+01;1,47E-01;1,13E-01;1,49E-01;1,07E-01;6,36E-01;7,76E-02;3,78E-02;1,33E-01;1,92E-01;1,51E-01;1,01E-01;9,87E+01;3,71E-01;1,50E+00;6,66E-01;7,51E-01;1,92E-01;8,57E+01;1,22E-01;1,36E+02;2,25E+02;6,60E-01;6,34E+05;4,90E+01;2,62E+00;1,12E+01;0,00E+00;1,00E+00;PTGS (14).jpg;6,18E-03;2,66E+01;1,65E-01;1,67E-01;1,62E-01;1,64E-01;4,31E-01;1,03E-01;1,17E-01;1,38E-01;9,79E-02;1,39E-01;5,67E-02;1,52E+02;4,17E-01;2,45E+00;4,08E-01;7,87E-01;1,56E-01;1,48E+02;7,32E-02;1,04E+02;1,28E+02;4,21E-01;3,97E+05;6,40E+01;5,33E-01;-2,37E-01;0,00E+00;1,00E+00;6;7;8,25;9,75;1
P. capillare;Large;15;S;F. Apical;P. capillare Large;PTGH (15).jpg;6,03E-03;3,35E+01;1,37E-01;1,07E-01;1,36E-01;1,08E-01;4,08E-01;8,04E-02;4,79E-02;1,07E-01;1,33E-01;1,43E-01;5,38E-02;5,34E+01;4,56E-01;2,65E+00;3,77E-01;8,72E-01;1,58E-01;5,71E+01;6,39E-02;9,00E+01;1,78E+02;5,93E-01;5,73E+05;9,10E+01;1,98E+00;5,30E+00;0,00E+00;1,00E+00;PTGS (15).jpg;4,17E-03;2,52E+01;1,32E-01;1,23E-01;1,32E-01;1,22E-01;3,53E-01;7,22E-02;9,20E-02;1,38E-01;5,75E-02;1,31E-01;4,05E-02;1,65E+02;4,21E-01;3,24E+00;3,09E-01;8,57E-01;1,43E-01;1,59E+02;4,66E-02;7,10E+01;9,10E+01;4,24E-01;3,87E+05;1,04E+02;-1,48E-01;-4,14E-01;0,00E+00;1,00E+00;1;4;2,75;4,25;3
P. capillare;Large;16;S;햜ice;P. capillare Large;PTGH (16).jpg;1,75E-02;2,80E+01;1,74E-01;1,44E-01;1,76E-01;1,42E-01;6,69E-01;9,75E-02;5,69E-02;1,57E-01;2,09E-01;1,69E-01;1,31E-01;8,38E+01;4,91E-01;1,29E+00;7,77E-01;8,18E-01;2,10E-01;8,42E+01;1,46E-01;1,64E+02;2,62E+02;1,45E+00;1,41E+06;7,80E+01;1,24E+00;2,81E+00;0,00E+00;1,00E+00;PTGS (16).jpg;8,86E-03;3,02E+01;1,37E-01;1,78E-01;1,36E-01;1,74E-01;4,41E-01;8,27E-02;1,09E-01;1,12E-01;1,56E-01;1,43E-01;7,89E-02;1,24E+02;5,72E-01;1,81E+00;5,52E-01;8,75E-01;1,70E-01;1,19E+02;9,19E-02;1,03E+02;1,11E+02;7,74E-01;7,44E+05;8,90E+01;-6,66E-02;-6,76E-01;0,00E+00;1,00E+00;6;6;10;11,5;2
P. capillare;Large;17;S;햜ice;P. capillare Large;PTGH (17).jpg;1,66E-02;1,77E+01;1,55E-01;1,62E-01;1,53E-01;1,62E-01;5,30E-01;7,85E-02;7,33E-02;1,47E-01;1,81E-01;1,59E-01;1,32E-01;8,65E+01;7,42E-01;1,20E+00;8,32E-01;9,25E-01;1,81E-01;8,71E+01;1,40E-01;1,41E+02;2,46E+02;8,48E-01;7,95E+05;4,80E+01;1,91E+00;6,15E+00;0,00E+00;1,00E+00;PTGS (17).jpg;8,38E-03;2,29E+01;1,15E-01;1,22E-01;1,15E-01;1,22E-01;4,57E-01;6,61E-02;5,78E-02;1,04E-01;1,27E-01;1,23E-01;8,64E-02;9,98E+01;5,04E-01;1,43E+00;7,00E-01;8,62E-01;1,34E-01;1,15E+02;9,99E-02;9,10E+01;5,60E+01;8,11E-01;7,60E+05;9,90E+01;-5,05E-01;1,25E-01;0,00E+00;1,00E+00;6;2;10,25;11,75;1
P. capillare;Large;18;S;햜ice;P. capillare Large;PTGH (18).jpg;1,55E-02;2,82E+01;1,92E-01;1,31E-01;1,97E-01;1,24E-01;6,97E-01;9,96E-02;5,84E-02;1,73E-01;1,62E-01;1,57E-01;1,26E-01;1,71E+02;4,01E-01;1,25E+00;8,01E-01;7,99E-01;1,82E-01;1,56E+02;1,45E-01;1,06E+02;1,05E+02;1,03E+00;1,02E+06;6,10E+01;1,74E+00;5,73E+00;0,00E+00;1,00E+00;PTGS (18).jpg;7,07E-03;2,73E+01;1,56E-01;1,36E-01;1,58E-01;1,34E-01;4,17E-01;7,63E-02;9,52E-02;1,52E-01;7,84E-02;1,37E-01;6,57E-02;9,49E+00;5,11E-01;2,09E+00;4,79E-01;8,69E-01;1,53E-01;1,06E+01;7,48E-02;7,30E+01;1,49E+02;5,50E-01;5,03E+05;7,70E+01;9,97E-02;-4,81E-01;0,00E+00;1,00E+00;6;2;10,25;11,75;1
P. capillare;Large;19;S;햜ice;P. capillare Large;PTGH (19).jpg;1,38E-02;2,38E+01;1,90E-01;1,93E-01;1,90E-01;1,88E-01;6,74E-01;1,21E-01;1,03E-01;1,56E-01;1,53E-01;1,44E-01;1,22E-01;1,38E+02;3,82E-01;1,18E+00;8,47E-01;7,56E-01;1,74E-01;1,30E+02;1,46E-01;1,38E+02;1,11E+02;9,46E-01;8,87E+05;6,20E+01;1,60E+00;3,86E+00;0,00E+00;1,00E+00;PTGS (19).jpg;4,91E-03;2,29E+01;1,38E-01;9,77E-02;1,40E-01;9,68E-02;3,43E-01;8,37E-02;6,61E-02;1,18E-01;6,51E-02;1,07E-01;5,83E-02;1,69E+02;5,25E-01;1,84E+00;5,43E-01;8,76E-01;1,18E-01;1,51E+00;6,38E-02;8,10E+01;9,50E+01;3,88E-01;3,64E+05;8,00E+01;9,46E-02;1,07E-01;0,00E+00;1,00E+00;6;2;10,25;10,25;1
P. capillare;Large;20;S;햜ice;P. capillare Large;PTGH (20).jpg;6,53E-03;3,32E+01;1,01E-01;1,39E-01;1,07E-01;1,36E-01;3,37E-01;5,92E-02;7,86E-02;8,88E-02;1,19E-01;1,02E-01;8,18E-02;8,97E+01;7,20E-01;1,24E+00;8,05E-01;9,12E-01;1,20E-01;8,37E+01;8,50E-02;8,60E+01;1,94E+02;5,23E-01;5,03E+05;8,10E+01;1,87E-02;-1,01E+00;0,00E+00;1,00E+00;PTGS (20).jpg;4,45E-03;3,68E+01;1,20E-01;1,32E-01;1,17E-01;1,28E-01;2,86E-01;7,65E-02;9,49E-02;9,80E-02;7,04E-02;9,30E-02;6,09E-02;1,60E+02;6,82E-01;1,53E+00;6,54E-01;9,21E-01;1,03E-01;1,52E+02;6,56E-02;8,00E+01;1,04E+02;4,01E-01;3,85E+05;8,90E+01;-9,00E-02;-1,06E+00;0,00E+00;1,00E+00;6;2;10,25;10,25;1
P. capillare;Large;21;S;F. Intermedio;P. capillare Large;PTGH (21).jpg;1,20E-02;1,85E+01;1,36E-01;1,31E-01;1,35E-01;1,31E-01;5,99E-01;5,05E-02;4,12E-02;1,76E-01;1,63E-01;1,82E-01;8,38E-02;1,36E+02;4,19E-01;2,17E+00;4,61E-01;7,85E-01;2,00E-01;1,40E+02;1,15E-01;6,30E+01;7,20E+01;5,51E-01;5,20E+05;4,20E+01;2,07E+00;7,52E+00;0,00E+00;1,00E+00;PTGS (21).jpg;7,43E-03;2,90E+01;1,50E-01;1,17E-01;1,49E-01;1,15E-01;5,07E-01;6,43E-02;7,86E-02;1,98E-01;8,37E-02;1,81E-01;5,24E-02;1,57E+01;3,63E-01;3,45E+00;2,90E-01;7,76E-01;2,09E-01;1,88E+01;6,16E-02;6,30E+01;1,59E+02;5,61E-01;5,39E+05;7,80E+01;-2,32E-01;-5,35E-01;0,00E+00;1,00E+00;5;11;7,25;7,25;1
P. capillare;Large;22;S;F. Intermedio;P. capillare Large;PTGH (22).jpg;9,32E-03;3,05E+01;1,64E-01;1,82E-01;1,60E-01;1,74E-01;6,78E-01;1,05E-01;9,11E-02;1,04E-01;1,76E-01;1,69E-01;7,01E-02;1,04E+02;2,55E-01;2,41E+00;4,15E-01;6,96E-01;1,85E-01;1,10E+02;1,01E-01;1,20E+02;8,90E+01;5,63E-01;5,13E+05;5,60E+01;2,15E+00;8,41E+00;0,00E+00;1,00E+00;PTGS (22).jpg;7,42E-03;2,77E+01;1,72E-01;1,76E-01;1,66E-01;1,75E-01;4,70E-01;8,56E-02;1,27E-01;1,65E-01;9,18E-02;1,44E-01;6,56E-02;1,76E+02;4,22E-01;2,20E+00;4,56E-01;7,25E-01;1,68E-01;1,70E+02;8,81E-02;8,40E+01;1,74E+02;5,90E-01;5,67E+05;7,80E+01;1,78E-01;-5,33E-01;0,00E+00;1,00E+00;4;11;6,25;7,75;1
P. capillare;Large;23;S;햜ice;P. capillare Large;PTGH (23).jpg;1,14E-02;2,78E+01;1,39E-01;1,71E-01;1,41E-01;1,75E-01;5,47E-01;8,06E-02;9,71E-02;1,21E-01;1,45E-01;1,31E-01;1,11E-01;8,46E+01;4,81E-01;1,18E+00;8,45E-01;8,09E-01;1,51E-01;5,53E+01;1,19E-01;9,20E+01;2,14E+02;8,55E-01;8,02E+05;7,20E+01;9,58E-01;2,66E+00;0,00E+00;1,00E+00;PTGS (23).jpg;5,69E-03;2,43E+01;1,30E-01;9,94E-02;1,32E-01;9,88E-02;3,01E-01;8,16E-02;5,96E-02;1,05E-01;8,16E-02;9,56E-02;7,58E-02;1,64E+02;7,87E-01;1,26E+00;7,92E-01;9,64E-01;1,07E-01;1,69E+02;8,13E-02;7,80E+01;8,50E+01;5,37E-01;4,91E+05;9,70E+01;-4,38E-01;-2,43E-01;0,00E+00;1,00E+00;6;5;10,25;11,75;1
P. capillare;Large;24;S;F. Intermedio;P. capillare Large;PTGH (24).jpg;1,21E-02;1,48E+01;1,17E-01;1,64E-01;1,17E-01;1,58E-01;4,90E-01;6,58E-02;6,79E-02;9,98E-02;1,91E-01;1,64E-01;9,40E-02;8,58E+01;6,33E-01;1,74E+00;5,74E-01;9,22E-01;1,92E-01;8,63E+01;9,69E-02;1,11E+02;2,52E+02;3,57E-01;3,37E+05;2,60E+01;3,42E+00;2,09E+01;0,00E+00;1,00E+00;PTGS (24).jpg;8,65E-03;2,59E+01;1,94E-01;1,62E-01;1,91E-01;1,58E-01;3,99E-01;1,10E-01;1,19E-01;1,50E-01;8,96E-02;1,49E-01;7,40E-02;1,65E+02;6,82E-01;2,01E+00;4,97E-01;9,42E-01;1,59E-01;1,58E+02;8,02E-02;1,09E+02;1,37E+02;6,46E-01;6,23E+05;7,90E+01;-5,26E-01;-6,85E-02;0,00E+00;1,00E+00;2;7;4,25;5,75;1
P. capillare;Large;25;S;F. Intermedio;P. capillare Large;PTGH (25).jpg;8,06E-03;2,15E+01;1,25E-01;1,78E-01;1,26E-01;1,71E-01;4,97E-01;9,53E-02;7,10E-02;6,04E-02;2,05E-01;2,02E-01;5,08E-02;8,52E+01;4,11E-01;3,99E+00;2,51E-01;8,64E-01;2,08E-01;7,97E+01;6,00E-02;1,01E+02;2,60E+02;4,08E-01;3,63E+05;4,70E+01;2,51E+00;1,41E+01;0,00E+00;1,00E+00;PTGS (25).jpg;6,65E-03;2,68E+01;2,07E-01;1,69E-01;2,08E-01;1,67E-01;4,36E-01;1,53E-01;9,52E-02;1,17E-01;1,51E-01;1,74E-01;4,88E-02;1,27E+02;4,39E-01;3,56E+00;2,81E-01;8,56E-01;1,76E-01;1,27E+02;5,72E-02;1,52E+02;9,90E+01;5,60E-01;5,12E+05;8,50E+01;-4,65E-02;-2,66E-01;0,00E+00;1,00E+00;5;5;7,25;8,75;1
P. capillare;Large;26;S;햜ice;P. capillare Large;PTGH (26).jpg;1,32E-02;1,87E+01;1,36E-01;1,56E-01;1,39E-01;1,53E-01;5,08E-01;7,02E-02;9,29E-02;1,38E-01;1,38E-01;1,37E-01;1,23E-01;1,61E+02;6,41E-01;1,12E+00;8,94E-01;8,83E-01;1,67E-01;1,25E+02;1,21E-01;7,00E+01;9,20E+01;6,23E-01;5,84E+05;4,40E+01;1,54E+00;5,33E+00;0,00E+00;1,00E+00;PTGS (26).jpg;6,72E-03;2,92E+01;1,27E-01;1,26E-01;1,28E-01;1,22E-01;3,71E-01;5,33E-02;8,89E-02;1,37E-01;7,43E-02;1,30E-01;6,60E-02;1,68E+02;6,12E-01;1,97E+00;5,09E-01;9,49E-01;1,41E-01;1,64E+02;7,26E-02;5,20E+01;1,08E+02;5,29E-01;4,84E+05;7,90E+01;-2,02E-02;-4,88E-01;0,00E+00;1,00E+00;6;4;10;11,5;2
P. capillare;Large;27;S;F. Apical;P. capillare Large;PTGH (27).jpg;1,85E-02;2,16E+01;1,38E-01;1,68E-01;1,35E-01;1,71E-01;1,14E+00;6,51E-02;5,99E-02;1,52E-01;3,06E-01;2,44E-01;9,67E-02;8,45E+01;1,80E-01;2,52E+00;3,97E-01;6,39E-01;3,06E-01;6,97E+01;1,39E-01;1,07E+02;3,54E+02;1,05E+00;9,79E+05;5,40E+01;2,47E+00;1,34E+01;0,00E+00;1,00E+00;PTGS (27).jpg;1,06E-02;3,50E+01;1,65E-01;1,78E-01;1,65E-01;1,71E-01;6,60E-01;9,70E-02;8,16E-02;1,51E-01;2,48E-01;2,44E-01;5,50E-02;1,20E+02;3,04E-01;4,44E+00;2,25E-01;7,13E-01;2,69E-01;1,20E+02;7,73E-02;9,70E+01;9,30E+01;8,63E-01;8,10E+05;8,00E+01;1,47E-01;-7,65E-01;0,00E+00;1,00E+00;6;9;8,25;9,75;1
P. capillare;Large;28;S;햜ice;P. capillare Large;PTGH (28).jpg;1,03E-02;2,00E+01;1,11E-01;1,52E-01;1,12E-01;1,51E-01;4,80E-01;5,84E-02;8,55E-02;1,14E-01;1,39E-01;1,21E-01;1,08E-01;6,33E+01;5,59E-01;1,12E+00;8,93E-01;8,77E-01;1,48E-01;4,97E+01;1,12E-01;6,70E+01;2,17E+02;6,25E-01;6,18E+05;5,80E+01;8,79E-01;1,29E+00;0,00E+00;1,00E+00;PTGS (28).jpg;6,06E-03;2,73E+01;1,74E-01;1,21E-01;1,76E-01;1,19E-01;3,51E-01;1,06E-01;7,96E-02;1,31E-01;8,47E-02;1,22E-01;6,34E-02;2,07E+01;6,18E-01;1,92E+00;5,22E-01;8,63E-01;1,40E-01;2,27E+01;7,04E-02;1,05E+02;1,57E+02;5,39E-01;5,18E+05;8,80E+01;-6,35E-02;-5,36E-01;0,00E+00;1,00E+00;6;5;9,75;11,25;3
P. capillare;Large;29;S;F. Apical;P. capillare Large;PTGH (29).jpg;2,39E-02;2,09E+01;1,86E-01;2,21E-01;1,85E-01;2,23E-01;1,26E+00;9,50E-02;9,09E-02;1,83E-01;2,87E-01;2,61E-01;1,16E-01;7,63E+01;1,88E-01;2,25E+00;4,45E-01;7,52E-01;2,91E-01;7,98E+01;1,48E-01;1,38E+02;3,65E+02;1,46E+00;1,36E+06;5,90E+01;9,46E-01;3,07E+00;0,00E+00;1,00E+00;PTGS (29).jpg;1,40E-02;2,99E+01;2,50E-01;1,68E-01;2,54E-01;1,66E-01;8,59E-01;1,36E-01;1,07E-01;2,42E-01;1,25E-01;2,38E-01;7,46E-02;1,62E+02;2,38E-01;3,20E+00;3,13E-01;7,91E-01;2,50E-01;1,65E+02;8,98E-02;1,30E+02;1,30E+02;1,02E+00;9,29E+05;7,50E+01;-6,19E-02;-6,23E-01;0,00E+00;1,00E+00;6;13;8;9,5;2
